qid,activity,exposure,dayofweek,response,endurance
61156158,2,80,5,,19742.0
61156552,1,336,5,44246.0,44246.0
61157329,1,52,5,,14019.0
61156811,2,544,5,1078.0,1137.0
61158290,1,41,5,8599.0,248104.00000000003
61159171,5,87,5,6693.0,7601.000000000001
61154720,1,108,5,2806.0,545510.0
61162837,4,35,5,217.0,217.0
61161992,0,143,5,,46808.0
61162253,0,11,5,,875.0
61162277,3,23,5,1077.0,1077.0
61163576,12,2000,5,1612582.0,58890550.0
61154069,1,62,5,,30817.000000000004
61164607,1,73,5,17526.0,43454.0
61163648,2,452,5,153611.0,153611.0
61163746,2,128,5,64319.00000000001,64319.00000000001
61160636,1,555,5,,546.0
61165308,2,1000,6,12675.0,21006909.0
61165410,3,24,6,551.0,1290.0
61165646,0,71,6,,78957.0
61166126,2,150,6,5007.0,1308685.0
61166139,1,63,6,,16202.000000000002
61166472,2,2000,6,47516.0,2786963.0
61166182,0,103,6,,15653.000000000002
61167357,4,33,6,34665.0,49944.0
61167477,2,109,6,3595.0,4488.0
61163947,3,56,5,22206.0,22206.0
61164894,1,97,5,14501.0,14501.0
61166982,4,58,6,505.00000000000006,2859.0
61168032,2,215,6,,10596005.0
61169140,2,35,6,10028.0,13768.0
61168600,0,63,6,,5143.0
61167972,2,40,6,5595.0,14002.0
61169354,1,22,6,3156.0,3773.0000000000005
61170834,1,46,6,1431.0,85078.0
61169708,1,71,6,,5379320.0
61171799,2,126,6,683967.0,683967.0
61169732,3,172,6,97168.0,97168.0
61171644,3,98,6,13415.0,13719.0
61171994,4,407,6,3439.0,521275.00000000006
61172819,2,45,6,1898.0000000000002,4733.0
61172760,3,1000,6,,0.0
61173086,2,170,6,2391.0,81735.0
61173559,4,89,6,53245.0,53245.0
61173763,3,25,6,932.0000000000001,932.0000000000001
61173329,6,2000,6,32909530.000000004,32909530.000000004
61173934,1,120,6,1397.0,1397.0
61174297,1,409,6,6243.0,55335.0
61174177,1,27,6,12056.0,89232.0
61175129,0,20,6,,0.0
61175263,3,32,6,7963.000000000001,42786.0
61174935,1,238,6,,93287.0
61173885,1,35,6,2270.0,2270.0
61174812,2,51,6,,16722.0
61175363,3,240,6,52773.0,292397.0
61175663,2,23,6,4736.0,6879.0
61167217,2,434,6,15872.000000000002,67426.0
61177497,4,506,6,301.0,168564.0
61175696,4,220,6,8663.0,240194.00000000003
61176700,1,49,6,3045.0,3045.0
61178407,0,21,6,,0.0
61181176,1,124,0,2954.0,7341.000000000001
61181307,8,794,0,808.0,697577.0
61181606,4,44,0,642.0,642.0
61180751,1,22,0,,209966.0
61184094,3,500,0,2525267.0,2525267.0
61175596,2,52,6,137277.0,137277.0
61181960,1,736,0,0.0,0.0
61184275,1,186,0,,1736.0
61185633,3,3000,0,13515315.0,13515315.0
61184582,0,43,0,,0.0
61186558,3,540,0,2426.0,4368.0
61186591,0,162,0,,0.0
61187821,1,228,0,36490754.0,39229582.0
61188065,1,299,0,6992.0,6992.0
61188778,2,378,0,1948.0000000000002,3436.0
61187979,5,412,0,14396.0,18645437.0
61190164,4,122,0,62431.00000000001,165269.0
61190322,2,239,0,2585792.0,2585792.0
61190631,1,102,0,1653.0,7581.000000000001
61190893,0,31,0,,0.0
61191375,1,14,0,391.0,391.0
61192024,2,51,0,848.0,848.0
61191708,3,99,0,,801.0
61191436,3,325,0,5708295.0,5708295.0
61192182,1,600,0,73995.0,73995.0
61193261,2,635,0,416192.0,416192.0
61206163,3,141,1,1357008.0,1357008.0
61206589,6,1000,1,2667.0,8807467.0
61207178,0,87,1,,5095.0
61208555,3,44,1,1443.0,1443.0
61208520,6,196,1,648.0,53401267.0
61209035,1,324,1,15733737.000000002,15733737.000000002
61208740,1,28,1,350718.0,2681075.0
61209245,3,221,1,790.0,65828.0
61209150,2,194,1,3727.0000000000005,7950.000000000001
61209294,5,463,1,1871.0000000000002,80093.0
61209400,8,73,1,230.00000000000003,4981.0
61209814,1,786,1,633202.0,633202.0
61209398,1,36,1,169081.0,169081.0
61209936,0,13,1,,0.0
61210530,2,416,1,61640.00000000001,61640.00000000001
61210580,1,13,1,605.0,605.0
61211584,2,105,1,2696.0,2423794.0
61192320,0,33,0,,1101.0
61211607,1,151,1,11340.0,11340.0
61211076,5,219,1,7348805.0,7348805.0
61212786,1,362,1,17134.0,21303.0
61212376,4,123,1,3695.0000000000005,3695.0000000000005
61213335,1,48,1,450.0,450.0
61213340,0,19,1,,407.0
61213444,1,21,1,4335.0,4335.0
61259667,0,342,3,,6370823.0
61259538,3,109,3,778.0,778.0
61259818,3,206,3,17382.0,17382.0
61261077,1,43,3,23820.0,23820.0
61261124,1,39,3,257752.00000000003,257752.00000000003
61262056,1,36,3,39794.0,39794.0
61262747,4,48,4,293.0,44530578.0
61262771,3,69,4,7747.000000000001,7747.000000000001
61266139,3,729,4,456988.0,456988.0
61265534,0,60,4,,50493.0
61266447,2,3000,4,16379.000000000002,16379.000000000002
61214979,5,58,1,4060.0000000000005,73477.0
61266671,4,26,4,222.0,88499.0
61215172,2,267,1,53746.0,53746.0
61214693,3,205,1,1514.0,406008.0
61215234,0,278,1,,0.0
61215648,1,149,1,56574.0,56574.0
61216306,11,617,1,515489.00000000006,1027682.0000000001
61216654,2,21,1,804.0,804.0
61217752,3,80,1,17811.0,42776.0
61217723,1,290,1,,0.0
61259671,1,189,3,207.0,1142.0
61218057,1,124,1,53734.0,46086455.0
61218128,1,55,1,271.0,88094.0
61218254,0,19,1,,0.0
61218994,3,129,1,329.0,4167.0
61218544,3,38,1,1005.0000000000001,6317.0
61219386,0,232,2,,26685.0
61219588,2,29,2,4632.0,4632.0
61219461,2,624,2,,0.0
61222369,1,29,2,1352329.0,1352329.0
61222668,1,571,2,1299.0,1299.0
61223001,2,17,2,90142.0,90142.0
61223671,7,2000,2,8615264.0,9454007.0
61224280,0,39,2,,3525.0
61223929,0,40,2,,0.0
61224477,2,28,2,,504.00000000000006
61224881,1,234,2,,67946.0
61225398,0,446,2,,0.0
61226155,1,366,2,,0.0
61221295,0,37,2,,0.0
61226673,2,213,2,,2237.0
61224891,3,39,2,2699.0,171606.0
61227035,4,46,2,4155.0,12586.0
61227149,2,630,2,3776879.0000000005,10805261.0
61227136,1,46,2,1821682.0,1858554.0
61227786,1,165,2,24480.0,24480.0
61227858,2,26,2,525.0,525.0
61228895,0,32,2,,0.0
61227757,1,156,2,3205.0,3205.0
61229550,7,2000,2,1367924.0,44571369.0
61229131,2,18,2,3370.0,3370.0
61229601,1,42,2,2760.0,2760.0
61229806,3,144,2,8663.0,147207.0
61229605,1,211,2,,462.00000000000006
61230352,4,351,2,1774.0,15436.000000000002
61228698,1,119,2,251.00000000000003,251.00000000000003
61221565,1,222,2,,0.0
61230516,1,37,2,,8600.0
61230880,3,216,2,3363.0,7483.000000000001
61230473,1,28,2,,20122.0
61231100,1,51,2,103239.0,103239.0
61231523,2,1000,2,99685.0,99685.0
61231496,1,17,2,99457.0,99457.0
61231698,0,58,2,,65081.00000000001
61231804,2,86,2,99427.0,99427.0
61232415,1,580,2,11077053.0,11077053.0
61232089,1,54,2,96125.0,106991.0
61231891,2,188,2,1375.0,97820.0
61233265,1,36,2,6468.0,6468.0
61232441,1,271,2,16687713.000000002,16687713.000000002
61233299,1,19,2,4537.0,4537.0
61233093,4,149,2,3005.0,13012154.0
61234368,1,43,2,2086.0,61457.00000000001
61235199,0,38,2,,0.0
61235369,1,222,2,,0.0
61234136,0,45,2,,127967.00000000001
61235614,1,85,2,326.0,47498.0
61235613,5,2000,2,16947250.0,16947250.0
61236180,1,88,2,,32565.000000000004
61236380,3,145,2,243752.00000000003,443147.0
61236910,4,46,2,294.0,30224.000000000004
61238102,1,138,2,,0.0
61238576,0,352,2,,0.0
61238593,1,527,2,151.0,151.0
61239272,4,189,2,360.0,1141.0
61239252,2,42,2,628.0,628.0
61239347,1,508,2,517938.00000000006,517938.00000000006
61240043,7,393,2,20676.0,3197904.0
61239478,0,32,2,,0.0
61240397,1,42,2,,14203.0
61240513,1,59,2,3979.0000000000005,3979.0000000000005
61240689,1,51,3,,1179.0
61240794,3,74,3,6160.0,131061.00000000001
61240960,4,51,3,7806.000000000001,8147.000000000001
61241161,3,60,3,8899.0,8899.0
61241935,2,51,3,34234.0,34234.0
61241566,1,193,3,,5382.0
61231988,1,18,2,96958.0,96958.0
60884620,0,38,4,,0.0
60883508,4,1000,4,1906.0000000000002,19259.0
60911724,1,42,6,3366.0,3366.0
60773228,1,171,4,,0.0
60861756,1,43,3,92398.0,99729.0
60799070,4,420,6,9518.0,6355364.0
60747795,2,42,2,23040.0,27932.0
60728925,0,476,1,,0.0
60652221,0,288,3,,1379.0
60719941,1,36,1,10799.0,10799.0
60555478,0,80,3,,54183.0
60652807,2,485,3,14956.000000000002,90163.0
60555022,4,52,3,364805.0,364805.0
60616043,1,564,1,,0.0
60632720,0,129,2,,395.0
60580707,4,2000,5,23690001.0,50242049.0
60581064,2,32,5,,0.0
60585775,0,139,6,,15535.000000000002
60584210,1,115,6,,694718.0
60586625,1,466,6,94334.0,94334.0
60589035,1,92,6,435731.0,435731.0
60583582,6,2000,6,324.0,1417.0
60588554,4,46,6,1390.0,1390.0
60586406,2,590,6,43939.0,87032.0
60589316,0,34,6,,201.0
60589447,2,216,6,4242.0,5034.0
60590869,1,50,6,,157347.0
60590312,0,104,6,,0.0
60591164,1,266,6,90843.0,8208741.000000001
60590116,2,22,6,320563.0,320563.0
60591407,4,251,6,9840.0,53711605.0
60591812,0,62,6,,41136216.0
60592990,0,158,6,,0.0
60593030,3,103,6,6291.0,6291.0
60592454,5,284,6,739.0,3403782.0
60593293,2,188,0,502238.00000000006,502238.00000000006
60594170,3,644,0,571.0,231727.0
60593646,2,873,0,7307707.0,7307707.0
60596106,5,170,0,1174469.0,1174469.0
60594707,6,2000,0,25328.0,12135160.0
60593334,3,831,0,11563.0,49008712.0
60594206,4,948,0,77798.0,77798.0
60596816,1,619,0,14876.000000000002,16080.000000000002
60597231,2,1000,0,5837.0,91127.0
60596583,5,267,0,2845.0,12294.0
60598094,1,21,0,5119.0,5119.0
60599526,3,390,0,417.0,417.0
60600946,3,958,0,929.0000000000001,929.0000000000001
60599603,5,308,0,78896.0,263148.0
60589503,10,312,6,11052.0,55828386.0
60601656,2,97,0,4163.0,4163.0
60602153,1,254,0,,555.0
60602104,2,252,0,20308256.0,31995612.000000004
60602946,5,42,0,13263.0,45626.0
60603241,1,44,0,2606.0,2606.0
60603221,1,31,0,2498.0,69905.0
60603148,0,218,0,,0.0
60603607,1,43,0,90907.0,228529.0
60603551,1,147,0,101397.0,101397.0
60604218,2,467,0,93045.0,97104.0
60598455,1,33,0,,0.0
60604257,1,140,0,5829.0,5829.0
60617177,0,62,1,,1832.0000000000002
60617606,2,80,1,,0.0
60617185,3,2000,1,3525.0,3525.0
60618103,0,220,1,,3832.0000000000005
60618313,1,45,1,1030.0,1030.0
60618269,1,333,1,,5239.0
60618373,2,40,1,787.0,1847.0000000000002
60582477,1,16,5,,0.0
60616888,2,15,1,6652.0,6652.0
60619329,0,48,1,,0.0
60618996,1,710,1,4894.0,4894.0
60619584,1,110,1,76883.0,76883.0
60619640,4,53,1,1500.0,3823.0000000000005
60619952,2,80,1,466.00000000000006,771.0
60619997,5,50,1,342.0,2461.0
60620390,2,426,1,330926.0,414368.0
60620330,1,71,1,19768536.0,19768536.0
60620642,4,49,1,1383.0,1383.0
60620453,3,51,1,696.0,2008617.0000000002
60620643,2,107,1,2688.0,33682.0
60620774,5,1000,1,27257541.0,50889065.0
60620877,0,131,1,,5505.0
60620905,2,68,1,1331.0,1331.0
60582404,1,126,5,2859719.0,2861887.0
60621353,2,653,1,4166.0,4166.0
60622408,0,74,1,,85141.0
60622684,3,3000,1,6198662.0,6198662.0
60623319,3,567,1,171780.0,171780.0
60622676,2,391,1,16490209.000000002,16494770.000000002
60622559,3,548,1,36414.0,2673673.0
60626250,5,1000,1,5734.0,34017870.0
60624823,4,601,1,11944.0,1255273.0
60624484,0,290,1,,38303614.0
60628186,5,350,2,148645.0,148645.0
60623728,4,68,1,1659.0,152213.0
60628910,0,64,2,,3337.0
60626455,0,43,1,,251607.00000000003
60628547,3,528,2,2536.0,11460896.0
60628945,1,177,2,4007.0000000000005,4007.0000000000005
60627240,4,164,1,20460.0,63891.00000000001
60623458,0,96,1,,2353.0
60629231,6,419,2,4694759.0,4694759.0
60624966,2,43,1,922.0000000000001,47666.0
60627391,1,118,1,6926.0,6926.0
60630431,3,35,2,708887.0,708887.0
60627244,0,43,1,,0.0
60625527,1,35,1,21755.0,21755.0
60630435,2,40,2,1308.0,3371.0
60630444,1,281,2,7505.000000000001,7505.000000000001
60627570,1,60,2,8629.0,8629.0
60630921,2,76,2,171.0,3229.0
60627398,3,239,1,10900.0,27581.0
60630917,0,350,2,,18219.0
60624183,4,519,1,1313.0,2354.0
60630670,1,347,2,24285043.0,24285043.0
60632270,3,804,2,560.0,5129.0
60632222,1,160,2,522146.00000000006,522146.00000000006
60633266,2,29,2,611588.0,611588.0
60555627,1,254,3,33181.0,42445.0
60632678,4,51,2,862.0,23253.0
60633230,3,53,2,2972.0,111877.0
60556372,2,73,4,61439.00000000001,61439.00000000001
60555746,1,37,4,2531.0,51534.0
60557338,1,279,4,20153.0,20153.0
60558730,1,293,4,688.0,688.0
60559270,2,88,4,768.0,286840.0
60559668,3,683,4,115605.0,115605.0
60558418,3,91,4,622518.0,623765.0
60560100,2,75,4,753.0,1612.0
60558436,4,157,4,917.0000000000001,18413.0
60560344,4,128,4,571.0,14872911.0
60561233,2,38,4,4754.0,4754.0
60561358,1,78,4,,12465.0
60561592,6,2000,4,1243.0,1243.0
60634715,2,140,2,3002.0,1179958.0
60557873,5,4000,4,966.0000000000001,3907188.0000000005
60561698,0,101,4,,0.0
60561772,2,554,4,1993.0000000000002,13022.0
60562727,4,93,4,419.0,53493943.0
60631396,1,758,2,,183639.0
60562923,1,21,4,,658.0
60563493,2,53,4,1222.0,10760.0
60632127,6,933,2,1151643.0,1195233.0
60563564,0,27,4,,0.0
60564408,0,118,4,,0.0
60555733,1,161,4,2447.0,2447.0
60565631,1,178,4,,0.0
60564917,2,34,4,21498.0,21498.0
60564436,2,2000,4,2806.0,35009776.0
60567079,12,2000,4,932355.0,974757.0000000001
60567330,2,113,4,317.0,41521420.0
60569873,1,375,4,1505.0,1505.0
60569723,2,65,4,2412.0,2412.0
60569322,2,43,4,3708.0000000000005,3708.0000000000005
60570059,2,820,4,6295.0,6295.0
60624305,2,33,1,546.0,7411.000000000001
60560634,2,40,4,1641.0,11182.0
60570540,2,97,4,3965.0000000000005,4755.0
60570776,2,684,4,5226.0,5319.0
60572826,3,995,4,18034.0,339419.0
60572867,1,2000,4,436422.0,436422.0
60574207,3,486,5,10563.0,11545.0
60575072,5,218,5,860.0,41686975.0
60574236,3,74,5,9837.0,50865.0
60575259,3,739,5,30176664.000000004,30178196.000000004
60576710,1,293,5,31173973.000000004,31173973.000000004
60575277,2,111,5,12319.0,12319.0
60574163,2,13,5,11941.0,11941.0
60577983,2,277,5,2134.0,91418.0
60720246,2,390,1,9368.0,9368.0
60579898,1,16,5,,3820.0000000000005
60720626,10,748,1,29925123.000000004,29943544.000000004
60721734,1,206,1,,4127.0
60721005,1,33,1,5026.0,5026.0
60722023,2,245,1,,3729176.0
60722197,3,443,1,78532.0,78532.0
60722762,1,37,1,68309.0,68309.0
60720757,2,134,1,5819.0,5819.0
60723584,1,452,1,,1681.0
60723990,1,57,1,77226.0,77226.0
60723807,1,562,1,99393.0,99393.0
60724705,0,14,1,,0.0
60724497,0,204,1,,81581.0
60723665,3,226,1,34424.0,34424.0
60724283,7,148,1,390.0,601.0
60725370,1,194,1,1705583.0,1705718.0
60725956,2,211,1,1047.0,1047.0
60726535,2,5000,1,16843663.0,16843663.0
60570781,1,453,4,10044.0,10044.0
60727091,2,27,1,1106.0,1106.0
60728347,2,445,1,281.0,870.0
60578660,1,218,5,24396.0,25472.0
60728615,7,53,1,437.0,45568.0
60728414,0,38,1,,0.0
60727770,0,201,1,,0.0
60727675,1,67,1,,6839.0
60634968,5,63,2,1633.0,89124.0
60635307,1,93,2,604526.0,604526.0
60636009,0,43,2,,0.0
60635264,2,40,2,1223.0,1223.0
60636055,1,29,2,,5463.0
60636274,7,61,2,849.0,1132.0
60635313,0,31,2,,0.0
60636681,2,124,2,9027.0,9703.0
60636146,2,441,2,1458661.0,1458661.0
60636656,0,255,2,,2089.0
60637517,2,204,2,460.00000000000006,895.0
60636067,0,156,2,,1651.0
60638487,2,37,2,6342.0,6342.0
60638231,1,111,2,8759986.0,8759986.0
60639236,1,44,2,240074.00000000003,240074.00000000003
60639826,3,264,2,10300.0,133005.0
60638111,1,46,2,4254.0,3118592.0
60641101,6,6000,2,11144764.0,45136190.0
60640916,2,471,2,,0.0
60641463,0,277,2,,0.0
60643492,0,10,2,,6651.0
60644842,1,21,2,51863.0,51863.0
60644916,1,51,2,26400.0,26400.0
60640654,1,36,2,3766.0000000000005,3766.0000000000005
60641507,3,39,2,6511.0,7365.000000000001
60645131,4,71,2,920754.0,920754.0
60641547,4,317,2,20975834.0,20975834.0
60644941,1,41,2,1642.0,28056.0
60641271,3,68,2,2207.0,11724077.0
60644444,1,25,2,116717.0,116717.0
60645958,2,114,3,7624.000000000001,73260.0
60645410,0,15,2,,0.0
60646593,1,48,3,896.0,90276.0
60646156,1,71,3,5678.0,5678.0
60647314,1,380,3,14316.0,75340.0
60647509,2,16,3,2342.0,2342.0
60647606,5,41,3,91377.0,91377.0
60649628,2,28,3,15322.000000000002,15322.000000000002
60649674,0,26,3,,0.0
60650272,2,307,3,4885.0,10068.0
60650253,4,21,3,752.0,752.0
60651038,1,25,3,53349.0,191420.0
60651284,1,87,3,354741.0,354741.0
60651051,9,1000,3,3052.0,70876.0
60648975,2,697,3,,0.0
60650345,2,520,3,350849.0,350849.0
60648108,1,135,3,,52428.0
60651334,1,45,3,,804.0
60652069,4,167,3,1848.0000000000002,7953.000000000001
60651636,0,155,3,,7371.000000000001
60655141,1,79,3,10814.0,15644.000000000002
60656212,1,39,3,154940.0,154940.0
60655983,1,61,3,2718.0,3205.0
60656597,0,809,3,,152919.0
60656711,2,736,3,35397031.0,35397031.0
60657022,2,229,3,53754.0,3355715.0
60657301,1,802,3,,0.0
60656806,0,47,3,,22244.0
60657342,4,356,3,493.00000000000006,493.00000000000006
60659152,4,317,3,23724.0,81125.0
60659475,2,1000,3,2856740.0,2856740.0
60659837,0,17,3,,0.0
60658994,1,170,3,80710.0,80710.0
60659621,1,31,3,4400729.0,4400729.0
60660792,1,76,3,5077.0,5077.0
60662013,1,127,3,59094.00000000001,60701.00000000001
60662805,5,3000,3,73877.0,54604440.0
60662734,3,409,3,23216.0,53151.0
60663497,2,817,4,52837.0,33392420.000000004
60657977,0,20,3,,157896.0
60664929,2,28,4,17886.0,17886.0
60664932,2,198,4,387846.0,387846.0
60665677,2,27,4,16118.000000000002,45017969.0
60665698,1,17,4,,0.0
60666913,8,1000,4,24935043.0,25342804.0
60664508,1,47,4,867.0,19366.0
60667949,2,252,4,15041.000000000002,26824739.0
60669245,1,61,4,13509.0,13509.0
60667811,0,1000,4,,1370.0
60668886,1,65,4,420360.0,420360.0
60670387,1,99,4,426254.0,426254.0
60670207,1,44,4,1100.0,21446.0
60668065,1,71,4,,500178.00000000006
60670704,2,453,4,22752.0,62853.00000000001
60670653,4,76,4,525.0,525.0
60671184,0,39,4,,0.0
60670596,1,36,4,23281.0,23281.0
60671286,3,77,4,717.0,1511.0
60671788,0,23,4,,49931.0
60671573,3,26,4,13453.0,13453.0
60671468,1,52,4,18724.0,18724.0
60671823,2,159,4,5287811.0,5287811.0
60673577,1,113,4,,0.0
60674034,1,40,4,1386.0,1386.0
60672691,3,72,4,2321.0,321473.0
60674986,2,295,4,56922.0,58946.00000000001
60676985,3,507,4,235605.00000000003,235605.00000000003
60677526,2,609,4,40852.0,56216.0
60694552,4,944,6,1034311.0000000001,1034311.0000000001
60694887,1,170,6,12936.0,30338.000000000004
60696467,3,27,6,7964.000000000001,46124.0
60697673,2,58,6,2106.0,51213153.0
60698002,1,31,6,1668.0,16856.0
60699032,1,252,0,65246.00000000001,1906512.0000000002
60699007,2,32,0,24257.0,44406.0
60699671,1,32,0,15607.000000000002,15607.000000000002
60698640,2,35,6,49843.0,49843.0
60701051,1,89,0,,7614.000000000001
60702438,4,374,0,1731.0,89115.0
60694909,1,75,6,5181.0,15392.000000000002
60700415,0,15,0,,4262.0
60701909,1,179,0,10101.0,10101.0
60702556,1,31,0,330220.0,603568.0
60702629,4,40,0,324.0,400.0
60703528,2,41,0,611537.0,611537.0
60702731,1,34,0,15414.000000000002,15414.000000000002
60705146,1,262,0,7212.0,7212.0
60704155,1,39,0,3552.0,3552.0
60703987,2,34,0,6976.0,6976.0
60705500,2,216,0,1253.0,1253.0
60705384,1,12,0,794.0,794.0
60706586,2,444,0,2134.0,5886.0
60707257,1,143,0,75157.0,75187.0
60707853,3,159,0,1814.0,51150335.0
60708650,2,151,0,372.0,35400260.0
60709102,1,90,0,3096.0,178960.0
60708060,2,198,0,15753.000000000002,15753.000000000002
60707960,0,88,0,,513.0
60709383,1,76,0,2076.0,2076.0
60709588,0,181,0,,330.0
60709718,0,30,0,,419821.0
60710163,1,82,0,2351.0,2351.0
60709739,1,43,0,27816550.0,27816550.0
60710847,6,473,0,1575.0,13826.0
60711511,1,229,0,84391.0,84391.0
60711160,0,55,0,,292596.0
60714435,2,239,0,19909.0,19909.0
60715501,1,89,1,9711687.0,9726065.0
60717495,1,140,1,,0.0
60717590,0,79,1,,26671.0
60716865,2,27,1,1351.0,2635.0
60717925,2,33,1,5032.0,34758763.0
60729328,3,71,1,8578.0,12621087.0
60716178,6,928,1,3466.0,11333069.0
60729609,3,598,1,7943.000000000001,60635207.00000001
60730016,1,53,1,10173.0,42746.0
60717841,1,273,1,5048.0,5690.0
60730865,1,637,1,33808.0,33808.0
60731338,1,161,1,,0.0
60732125,0,134,2,,0.0
60732991,2,28,2,714.0,26785.0
60733314,4,33,2,3212.0,11052.0
60733891,4,132,2,3776.0000000000005,3776.0000000000005
60733987,3,21,2,5304.0,5304.0
60734777,1,71,2,35215.0,35673.0
60734468,2,23,2,1294.0,7076.0
60734840,1,415,2,269.0,269.0
60735859,1,117,2,14201.0,100537.0
60735282,1,29,2,684.0,684.0
60736503,2,468,2,127477.00000000001,30716181.000000004
60737261,2,52,2,1415.0,1626.0
60736706,2,44,2,515.0,515.0
60737420,1,109,2,81139.0,81139.0
60738105,2,209,2,2184.0,2184.0
60737622,1,58,2,943.0000000000001,943.0000000000001
60738285,0,132,2,,14251100.0
60738999,0,228,2,,0.0
60739701,0,22,2,,0.0
60740160,2,44,2,2183.0,5713.0
60738978,2,169,2,49546.0,50329.0
60740762,1,131,2,430334.0,430334.0
60741803,2,189,2,,0.0
60742267,1,32,2,164785.0,164785.0
60712198,1,180,0,,339056.0
60743013,1,50,2,5073.0,5073.0
60742381,1,35,2,6550.0,6550.0
60743444,1,29,2,0.0,0.0
60743971,1,745,2,1980.0000000000002,263614.0
60740242,3,18,2,1522.0,1522.0
60747739,1,70,2,,0.0
60743573,1,842,2,,983.0000000000001
60744546,1,93,2,5604.0,5604.0
60748763,2,42,2,1510.0,1510.0
60713869,5,522,0,1693.0,2946.0
60748505,1,18,2,,0.0
60748545,3,499,2,32997.0,19213289.0
60749190,9,2000,3,47303.0,9561497.0
60750499,3,393,3,1056.0,5436.0
60750895,1,1000,3,36594.0,47174.0
60750726,2,128,3,12406753.0,17900009.0
60750992,1,81,3,,5330.0
60753117,4,2000,3,470.00000000000006,11733.0
60749383,4,57,3,13624.0,19849.0
60756164,1,58,3,476900.00000000006,478102.00000000006
60751052,5,632,3,4133.0,3112617.0
60754396,3,82,3,10917.0,24184.0
60755179,1,1000,3,10543.0,10543.0
60756912,0,131,3,,0.0
60757412,1,431,3,,9349.0
60756855,3,249,3,12534726.0,12538040.0
60757491,0,36,3,,848.0
60757665,5,3000,3,10169.0,22964714.0
60757940,2,1000,3,46403448.0,46403448.0
60757521,1,22,3,1383.0,1383.0
60758085,3,23,3,853.0,853.0
60758812,3,933,3,6433.0,6433.0
60758640,6,1000,3,10469.0,19760514.0
60759847,1,67,3,1915969.0000000002,1915969.0000000002
60760268,17,3000,3,2137.0,33180020.000000004
60761250,2,561,3,22435.0,14945170.0
60760982,1,204,3,,0.0
60760922,3,38,3,746.0,1837.0000000000002
60761448,4,205,3,50077.0,50077.0
60762772,4,578,3,78590.0,39239619.0
60763084,1,57,3,81037.0,81037.0
60764084,2,338,3,7070.0,7070.0
60761317,5,40,3,147.0,364613.0
60765743,0,12,3,,0.0
60765007,2,125,3,13102340.0,13102340.0
60758810,1,16,3,,0.0
60766437,4,45,3,26004.0,132245.0
60766206,3,790,3,4287.0,12363307.0
60766812,4,271,4,1586.0,1646264.0
60767629,2,53,4,247.00000000000003,2397.0
60769539,2,143,4,2144.0,5496.0
60769567,1,140,4,,79860.0
60770070,2,175,4,20431396.0,20433860.0
60769424,4,45,4,12846.0,15751965.000000002
60771939,0,160,4,,4997.0
60771223,3,31,4,904.0,11746.0
60772831,2,33,4,4701.0,954323.0000000001
60773562,1,47,4,1323.0,8308.0
60774594,1,33,4,3084.0,3084.0
60775012,1,27,4,149770.0,149770.0
60776294,3,414,4,3201951.0,3201951.0
60777674,2,20,4,370.0,370.0
60777534,2,28,4,937.0000000000001,937.0000000000001
60777787,9,103,4,576.0,2457.0
60777865,1,930,4,,0.0
60778435,1,8,4,,0.0
60778145,1,281,4,258500.00000000003,258500.00000000003
60779324,0,100,4,,0.0
60778750,1,333,4,613173.0,613173.0
60779953,2,39,4,46897312.0,46897312.0
60780832,1,17,4,7454.000000000001,7454.000000000001
60781683,4,126,4,2109.0,7307.000000000001
60780252,0,86,4,,341.0
60781940,2,59,4,6006.0,7156.0
60782219,1,37,4,4455.0,4455.0
60780114,1,28,4,,1990.0000000000002
60782413,1,321,4,1802441.0,1802441.0
60782367,2,226,4,357.0,357.0
60783390,1,49,5,10855907.0,10855907.0
60783137,2,69,5,78012.0,78012.0
60783407,1,52,5,8908.0,8908.0
60783666,1,2000,5,,0.0
60783691,1,28,5,81992.0,81992.0
60784230,0,387,5,,34028.0
60784385,3,2000,5,16872679.0,16872679.0
60785057,4,536,5,659336.0,659336.0
60785119,1,49,5,720.0,32702.000000000004
60785658,0,25,5,,0.0
60786858,2,95,5,14515.0,15513.000000000002
60786526,1,669,5,2107.0,2107.0
60787212,1,18,5,11608.0,18045.0
60787662,0,37,5,,0.0
60785377,4,132,5,8784.0,102457.0
60788022,3,107,5,4784.0,38774641.0
60788234,1,37,5,4495.0,4495.0
60789334,6,2000,5,9316.0,704499.0
60789574,3,109,5,154879.0,154879.0
60788257,1,386,5,28604.0,28604.0
60789922,2,331,5,6161.0,32743.000000000004
60790750,1,29,5,14160.0,14160.0
60791136,3,65,5,915.0000000000001,971.0000000000001
60790311,2,37,5,16867.0,185568.0
60791287,5,631,5,57548.0,57548.0
60799321,2,30,6,12699.0,92326.0
60792974,1,62,5,131743.0,131743.0
60799451,4,1000,6,14321.0,102585.0
60792109,0,194,5,,10836.0
60799980,1,113,6,8329.0,55557.0
60800228,1,85,6,559.0,559.0
60799948,4,351,6,65.0,18938523.0
60801610,1,52,6,329887.0,329887.0
60801190,2,72,6,330347.0,400309.0
60802427,4,847,6,48960.0,48960.0
60803602,1,1000,6,1462.0,14759613.0
60805087,1,62,6,1650.0,11996.0
60805372,1,245,6,,73920.0
60805524,1,825,6,295952.0,295952.0
60805711,1,36,6,1451.0,1451.0
60805842,4,65,6,39439.0,6600382.0
