qid,activity,exposure,dayofweek,response,endurance
61671225,1,594,4,831.0,8307.0
61672382,1,109,4,1056.0,1056.0
61671819,2,544,4,13496.0,10811578.0
61673098,2,73,4,4645.0,4645.0
61673306,0,13,4,,5531.0
61672736,3,400,4,312468.0,28731599.0
61672980,1,15,4,1401.0,1401.0
61673714,3,159,4,7686.000000000001,24008.0
61674144,1,93,4,,19479.0
61674940,0,292,4,,3828.0000000000005
61676490,1,69,4,945.0000000000001,17251.0
61676584,1,34,4,152362.0,152362.0
61675857,3,369,4,1860.0000000000002,10792357.0
61676865,0,34,4,,776.0
61675690,4,258,4,1175.0,50047509.0
61677409,3,202,4,5594.0,152544.0
61677712,2,197,4,2768697.0,2768697.0
61677482,3,2000,4,510696.00000000006,510696.00000000006
61677810,0,111,4,,76914.0
61677831,0,31,4,,0.0
61677893,0,53,4,,0.0
61678035,3,167,4,350.0,15364.000000000002
61678073,4,268,4,44233.0,382705.0
61678940,4,1000,4,3488.0,3863.0000000000005
61679387,0,23,4,,0.0
61679425,0,446,4,,6838508.0
61679849,1,321,4,,10930.0
61678383,1,120,4,433337.0,433337.0
61681026,2,33,4,36131.0,49335.0
61680874,2,55,4,151430.0,244375.00000000003
61680970,2,27,4,493.00000000000006,1971173.0000000002
61682009,3,56,4,9859.0,260637.00000000003
61681723,4,491,4,1123.0,15067178.000000002
61682560,6,2000,4,354.0,354.0
61683289,0,998,4,,4906.0
61682652,6,894,4,357125.0,32958028.000000004
61684222,4,1000,4,28867.0,49872463.0
61720681,3,106,0,1504.0,1866.0000000000002
61721576,3,97,0,2025.0000000000002,418019.0
61685066,9,310,4,921.0000000000001,45723221.0
61724880,1,202,0,5920.0,5920.0
61725547,5,2000,0,18249112.0,18249112.0
61726056,1,38,0,,329.0
61725488,2,25,0,1071.0,1071.0
61726322,5,114,0,439121.0,1292806.0
61726443,2,107,0,603.0,988.0000000000001
61722762,3,217,0,116680.0,116680.0
61685861,4,174,4,42167400.0,42167400.0
61726537,1,394,0,7346.000000000001,7346.000000000001
61688726,2,294,4,3265578.0,3265578.0
61688715,2,170,4,3749.0000000000005,38171.0
61721638,1,27,0,1337.0,1337.0
61726318,1,154,0,179101.0,179101.0
61689942,4,101,4,2008.0000000000002,2008.0000000000002
61688997,5,1000,4,0.0,26681732.0
61689813,2,91,4,61179.00000000001,63170.00000000001
61690859,0,35,5,,0.0
61686447,7,611,4,699439.0,699439.0
61692219,2,41,5,29241.000000000004,29241.000000000004
61686098,2,811,4,653346.0,653346.0
61693730,1,20,5,326.0,326.0
61692235,2,36,5,2468.0,2468.0
61693970,1,325,5,18681.0,18681.0
61691308,1,408,5,562.0,28081.0
61690963,1,150,5,17115.0,17115.0
61690388,3,266,5,147629.0,31828420.000000004
61695999,1,92,5,2067.0,6228.0
61694565,8,1000,5,687921.0,688760.0
61694577,1,95,5,,2375.0
61691263,6,2000,5,15681134.000000002,15682067.000000002
61690657,3,82,5,3529.0,3529.0
61694852,1,250,5,3877.0000000000005,3877.0000000000005
61697693,0,90,5,,30846.000000000004
61697075,2,2000,5,340864.0,340864.0
61698786,0,21,5,,0.0
61699155,0,90,5,,0.0
61698714,0,682,5,,0.0
61698894,3,189,5,10077.0,10217.0
61696843,1,279,5,2595.0,36160.0
61726430,2,210,0,,44880177.0
61699533,2,37,5,18910.0,65892.0
61695008,1,183,5,,0.0
61703048,2,19,5,167.0,434.0
61702670,1,30,5,837.0,2314.0
61705259,3,60,5,30952.000000000004,30952.000000000004
61705564,1,593,6,,50171.0
61696242,1,286,5,3175.0,3175.0
61706166,0,19,6,,0.0
61706792,0,16,6,,0.0
61705852,2,13,6,3621752.0,3621752.0
61707698,8,31,6,1349.0,1349.0
61708582,1,59,6,1886.0000000000002,1886.0000000000002
61690698,10,156,5,1593.0,46987.0
61710001,0,363,6,,54460.0
61708882,11,285,6,333166.0,717536.0
61706446,6,396,6,13305.0,26762596.0
61728828,4,431,0,181.0,536.0
61729254,4,2000,0,12426.0,5719115.0
61729537,0,14,0,,0.0
61730027,0,26,0,,0.0
61730491,2,78,0,398.0,398.0
61730743,1,20,0,965.0000000000001,965.0000000000001
61731828,1,14,0,1950.0000000000002,1950.0000000000002
61731916,0,69,0,,417.0
61731843,1,69,0,7136.0,20217.0
61733118,0,67,0,,3843.0000000000005
61735355,0,68,0,,57361.0
61695394,3,166,5,24016.0,174527.0
61737311,2,49,0,368.0,7686.000000000001
61732509,2,27,0,5753.0,13330.0
61737431,2,181,0,6418.0,6418.0
61739115,1,268,0,540.0,540.0
61732645,2,636,0,25790.0,25790.0
61694065,6,332,5,7695013.000000001,7695013.000000001
61739356,2,108,0,1218.0,1218.0
61739857,8,189,0,1702.0,8379.0
61739398,1,26,0,,0.0
61740111,22,5000,0,58738.00000000001,56288449.0
61740808,0,29,0,,0.0
61741233,1,27,0,,1099.0
61741642,2,46,1,241.00000000000003,24241.0
61741523,4,419,1,14285.0,3473212.0
61742393,1,40,1,56254.0,59035.00000000001
61742395,2,47,1,14172.0,41532.0
61743995,2,640,1,304.0,2551.0
61743059,3,504,1,6363.0,6363.0
61742717,2,54,1,,0.0
61744369,2,82,1,18272.0,18272.0
61745558,2,64,1,15948.000000000002,16897.0
61746330,1,701,1,15866.000000000002,15866.000000000002
61746752,2,59,1,97864.0,97864.0
61747681,5,1000,1,33282564.000000004,33282564.000000004
61747863,3,30,1,1656.0,2444.0
61748149,3,277,1,461.00000000000006,3199.0
61749503,4,689,1,11305.0,11720.0
61749696,0,389,1,,0.0
61749941,2,234,1,9531.0,9531.0
61750090,4,1000,1,8712.0,10171.0
61751955,1,215,1,4596.0,4596.0
61750765,1,214,1,5869.0,5869.0
61751498,5,80,1,181.0,18666110.0
61730248,1,44,0,3548.0,3548.0
61753146,3,435,1,39613383.0,39613383.0
61752219,3,82,1,639.0,2361.0
61753250,1,352,1,66169.0,66169.0
61753282,3,74,1,273.0,273.0
61728273,1,1000,0,950.0000000000001,950.0000000000001
61793909,5,624,3,,0.0
61794659,1,3000,3,511697.00000000006,511697.00000000006
61794970,2,336,3,,10078.0
61795287,2,40,3,34458.0,34458.0
61796129,2,39,3,1541.0,1638.0
61796640,31,9000,3,5024.0,48274415.0
61796848,3,383,3,67189.0,67189.0
61796231,0,138,3,,133.0
61798749,0,138,3,,2036.0000000000002
61797305,2,55,3,727.0,28472.0
61793964,3,122,3,489204.00000000006,490974.00000000006
61799400,1,27,3,4597.0,27684.0
61799752,2,2000,3,524533.0,1823731.0
61799640,2,154,3,4406.0,4406.0
61800246,1,97,3,201.0,17586.0
61797923,3,71,3,11664.0,114545.0
61801065,2,174,3,144686.0,144686.0
61800973,2,123,3,2837079.0,2837079.0
61801121,1,99,3,13842.0,40677.0
61801201,2,544,3,17114.0,17114.0
61801743,0,304,3,,0.0
61801821,2,307,3,6904.0,100834.0
61801839,2,28,3,17328.0,46106096.0
61802181,3,52,3,793.0,4086.0000000000005
61772156,1,312,2,233.00000000000003,233.00000000000003
61772682,1,86,2,2594.0,2594.0
61771995,3,397,2,38757154.0,38757154.0
61773416,2,357,2,2704.0,16666196.000000002
61774822,1,175,2,,8358.0
61774765,0,27,2,,0.0
61776545,1,27,2,86279.0,86279.0
61775838,0,67,2,,821.0
61776091,0,343,2,,0.0
61778625,2,519,2,570.0,12233.0
61777740,0,91,2,,7935.000000000001
61778682,0,63,2,,436.0
61780828,5,131,2,862.0,64466.00000000001
61778844,2,65,2,403.0,403.0
61779535,1,404,2,1734.0,1734.0
61779295,3,313,2,92367.0,92367.0
61781538,4,155,2,2050.0,10522.0
61780056,3,366,2,192.0,2836.0
61781627,1,34,2,11160.0,11160.0
61773341,2,420,2,771.0,771.0
61782008,1,269,2,,50652.0
61782770,1,38,2,8356555.000000001,8356555.000000001
61782410,1,17,2,328.0,328.0
61782085,0,347,2,,0.0
61783427,1,37,2,,0.0
61783637,3,48,2,548020.0,548020.0
61783533,1,62,2,446.0,446.0
61784400,2,175,2,6117.0,27158.0
61786020,2,28,2,231.00000000000003,231.00000000000003
61785938,1,105,2,1247.0,1247.0
61787292,2,811,3,5038.0,52426.0
61787705,1,40,3,,0.0
61785113,2,158,2,1233.0,1800.0
61786560,1,43,2,1023.0000000000001,1023.0000000000001
61787745,0,45,3,,489.00000000000006
61787871,3,31,3,202.0,744.0
61698454,2,37,5,559.0,39944.0
61789162,1,620,3,11254.0,11254.0
61788266,3,65,3,14460.0,55142.0
61789470,0,20,3,,0.0
61791140,2,16,3,3356.0,3356.0
61790435,1,20,3,,324.0
61792437,0,21,3,,0.0
61791312,0,36,3,,94869.0
61792999,2,79,3,132554.0,132554.0
61793213,2,557,3,71941.0,346065.0
61793227,0,16,3,,0.0
61803641,1,49,3,4775.0,4775.0
61803666,2,81,3,1456.0,3598.0
61802755,1,224,3,5477.0,5477.0
61803971,2,138,3,3521.0,5019.0
61790253,1,26,3,1723.0,2989.0
61805006,0,396,3,,0.0
61805121,10,834,3,79023.0,79814.0
61803944,4,481,3,3792242.0000000005,3792630.0000000005
61805883,3,518,3,13566.0,13598.0
61805613,0,308,3,,0.0
61806639,2,20,3,2330.0,21188.0
61807963,0,30,3,,31049745.000000004
61808134,1,180,3,1175.0,1175.0
61808746,2,100,3,,24379.0
61808841,0,33,3,,125.00000000000001
61810517,2,196,4,7553.000000000001,7590.000000000001
61810653,1,248,4,10903.0,10903.0
61810377,1,22,4,891.0,16798.0
61808917,2,523,3,2485.0,2485.0
61810813,3,95,4,896.0,1186.0
61810806,0,160,4,,14297.0
61810829,1,17,4,49021.0,49021.0
61811254,10,9000,4,1223.0,55823666.0
61811436,1,103,4,15533541.000000002,15533541.000000002
61811470,1,155,4,92167.0,133645.0
61811835,4,1000,4,6412.0,6648.0
61811999,1,102,4,141500.0,141500.0
61812357,0,177,4,,425840.0
61812165,1,53,4,325032.0,325032.0
61812614,2,29,4,2382.0,2382.0
61813420,1,27,4,,0.0
61814206,4,3000,4,546762.0,548878.0
61815356,0,379,4,,5882.0
61817475,1,65,4,43358.0,43358.0
61817081,1,817,4,,416511.0
61817566,0,42,4,,0.0
61818168,2,67,4,612.0,14881.000000000002
61817805,1,30,4,4792.0,4792.0
61818038,2,108,4,1378.0,3771.0000000000005
61819207,1,239,4,17568528.0,17568528.0
61818923,5,608,4,3899.0000000000005,47466860.0
61819583,4,443,4,3835.0000000000005,296835.0
61802762,0,308,3,,3316.0
61820228,1,386,4,2151.0,2278.0
61820256,1,367,4,24076.0,24076.0
61821083,7,600,4,1713.0,29128208.0
61821074,1,768,4,34443.0,421317.0
61821332,3,2000,4,7595.000000000001,107984.0
61822074,3,887,4,11428.0,76380.0
61823403,0,13,4,,0.0
61822971,2,180,4,428.0,428.0
61823578,3,288,4,344546.0,344546.0
61823945,0,62,4,,8847.0
61825285,2,102,4,23377963.0,23377963.0
61823430,1,24,4,8709.0,8709.0
61824230,3,539,4,408850.0,408883.0
61826893,3,1000,4,1714.0,3987.0000000000005
61825812,1,144,4,2018.0000000000002,92738.0
61828225,0,462,4,,39764.0
61828232,1,80,4,947.0000000000001,947.0000000000001
61828984,2,148,4,4624.0,4624.0
61828800,8,912,4,1918.0000000000002,1918.0000000000002
61829479,1,540,4,38213.0,38213.0
61830235,2,49,5,200.0,918.0000000000001
61830095,3,981,4,18895178.0,18895178.0
61828699,2,33,4,844.0,844.0
61831763,1,323,5,128001.00000000001,128001.00000000001
61831911,6,79,5,705.0,227319.0
61830638,1,47,5,4665.0,4665.0
61833014,1,124,5,182.0,266.0
61832824,3,47,5,674.0,674.0
61833479,4,286,5,685.0,3271.0
61833521,1,799,5,67446.0,137453.0
61833531,3,795,5,18099.0,23184.0
61829808,2,20,4,4140.0,4140.0
61835810,1,224,5,5109.0,5109.0
61836743,1,83,5,5649.0,5649.0
61832445,1,60,5,162117.0,162117.0
61836648,2,20,5,7130.0,7130.0
61836970,5,5000,5,3476.0,10190.0
61837068,1,499,5,,0.0
61836808,9,3000,5,2116.0,7517879.000000001
61827757,3,76,4,2602.0,243222.00000000003
61836936,2,37,5,3471.0,3471.0
61837407,1,1000,5,,0.0
61824548,2,2000,4,22980.0,22980.0
61853706,1,164,6,981.0000000000001,981.0000000000001
61831647,1,9,5,,0.0
61854917,1,91,6,4055.0000000000005,4055.0000000000005
61855877,1,105,6,2065.0,2065.0
61856482,3,60,6,3119.0,27400.0
61854024,1,82,6,2435.0,66548.0
61856722,1,39,6,,0.0
61856779,2,70,6,1099.0,104595.0
61855126,1,620,6,34849.0,34849.0
61857544,3,33,6,4186.0,27247.0
61857869,0,21,6,,0.0
61858665,2,29,6,1002.0000000000001,4904.0
61860909,1,186,0,38467.0,10164702.0
61858204,2,556,6,18322.0,18322.0
61826813,1,39,4,342510.0,342510.0
61859682,2,38,6,5596.0,5596.0
61859572,0,21,6,,1534.0
61861376,1,303,0,2291.0,2291.0
61857010,0,100,6,,0.0
61837123,2,421,5,232.00000000000003,3705.0000000000005
61862661,2,60,0,4040.0000000000005,10496.0
61837336,1,321,5,4357.0,4357.0
61863917,1,155,0,5132.0,5132.0
61866530,1,72,0,,0.0
61863851,4,845,0,5810.0,196902.0
61868547,2,151,0,101019.0,101019.0
61861551,1,36,0,31532.000000000004,31532.000000000004
61862111,1,22,0,,799.0
61868655,1,76,0,,0.0
61868570,2,31,0,55.0,4057.0000000000005
61868924,7,2000,0,16226.000000000002,18661888.0
61866806,2,92,0,4648.0,4648.0
61868983,1,109,0,1816.0,25701268.0
61823825,6,1000,4,7200.0,499697.00000000006
61870307,0,68,0,,0.0
61869669,3,303,0,704.0,1139.0
61869445,1,315,0,658.0,658.0
61871105,0,21,0,,148277.0
61871171,1,54,0,,906.0
61871704,0,13,0,,0.0
61838723,0,60,5,,0.0
61872931,2,133,0,1089.0,91803.0
61873232,1,23,0,,47.0
61873559,2,347,0,18052.0,65500.00000000001
61874363,3,135,0,1639.0,1639.0
61874591,3,82,0,513.0,186799.0
61875582,0,312,0,,0.0
61876799,2,329,0,136705.0,136705.0
61837609,1,31,5,1027.0,117211.00000000001
61875863,2,37,0,1724.0,61883.00000000001
61872776,0,19,0,,1142.0
61877179,1,59,0,1807.0,2133.0
61877947,3,27,0,496.00000000000006,496.00000000000006
61878222,2,141,0,4326.0,108733.0
61868955,3,214,0,30322.000000000004,30322.000000000004
61879036,3,785,0,6725.0,46206167.0
61879348,4,205,0,86144.0,86144.0
61879411,1,22,0,,0.0
61879945,7,1000,0,43679051.0,43679078.0
61880606,2,38,0,5596.0,42697.0
61872678,6,3000,0,19460.0,5779827.0
61881565,0,21,1,,0.0
61881929,1,62,1,,0.0
61835686,2,1000,5,2093.0,2093.0
61828387,1,524,4,,0.0
61880518,5,118,0,25439.0,35448.0
61883020,2,109,1,5984.0,37085707.0
61882750,1,3000,1,223.0,1193.0
61885090,0,134,1,,88.0
61891755,0,22,1,,271.0
61891784,1,38,1,19931.0,19931.0
61892967,0,61,1,,0.0
61893060,2,43,1,879.0,1117.0
61893141,2,43,1,1695.0,2180.0
61837083,2,121,5,0.0,0.0
61894014,0,199,1,,0.0
61896069,4,283,1,264955.0,266375.0
61895788,0,26,1,,0.0
61882374,2,94,1,37510.0,37510.0
61896161,3,525,1,570.0,570.0
61896219,2,242,1,7188038.0,7195287.0
61896699,5,394,1,9873.0,12220.0
61897155,1,117,1,7967879.000000001,7967879.000000001
61896905,1,202,1,1466.0,29276756.0
61897180,2,197,1,1303701.0,14070595.0
61898996,1,803,1,7852.000000000001,7852.000000000001
61899674,1,42,1,,0.0
61899741,2,677,1,2679092.0,24867156.0
61895054,4,824,1,4273.0,4383.0
61900215,1,489,1,53785.0,33498886.000000004
61900503,0,24,1,,0.0
61900638,1,116,1,162067.0,162067.0
61900651,1,220,1,,38154602.0
61900997,0,212,1,,47157.0
61901348,3,115,1,9168.0,89923.0
61901474,1,24,1,126706.00000000001,126706.00000000001
61902667,0,230,1,,20492.0
61901990,2,27,1,844.0,12206.0
61902983,1,34,2,363.0,495145.00000000006
61901449,1,18,1,1687.0,1687.0
61903092,1,53,2,2969585.0,2969585.0
61905743,0,68,2,,0.0
61906338,8,195,2,1734.0,13367.0
61904245,3,148,2,3492.0,23598.0
61906452,2,712,2,5273.0,5273.0
61907131,1,183,2,7664.000000000001,25986.0
61906970,0,109,2,,0.0
61907497,1,631,2,841.0,180028.0
61908087,1,393,2,983.0000000000001,25697.0
61909097,2,21,2,,1581.0
61908575,0,228,2,,910.0
61909841,5,2000,2,16088.000000000002,16246.000000000002
61909679,0,519,2,,0.0
61909613,0,21,2,,0.0
61936387,1,712,3,,68809.0
61911414,1,30,2,,0.0
61936453,1,169,3,961.0000000000001,961.0000000000001
61909857,2,48,2,13144123.0,13144123.0
61936810,1,110,3,,0.0
61901173,4,59,1,1191.0,37088.0
61936949,4,5000,3,17682.0,9608307.0
61937714,0,437,3,,31593.000000000004
61938358,1,249,3,91014.0,91014.0
61939246,7,713,3,24171.0,26369.0
61939625,4,18,3,1190.0,1692.0
61940941,1,65,3,82458.0,82458.0
61941233,0,85,3,,130.0
61940219,16,4000,3,1675.0,55189683.0
61941333,0,42,3,,1482.0
61941830,1,67,3,7470.000000000001,7470.000000000001
61942794,1,21,3,3303867.0,3303867.0
61942897,2,1000,3,13590.0,90253.0
61943332,2,294,3,1771.0,1771.0
61944010,1,228,3,16613.0,17774.0
61941359,3,2000,3,327940.0,44222681.0
61944033,1,12,3,,0.0
61944250,1,10,3,2202.0,2202.0
61944153,8,229,3,1415.0,33072.0
61944666,3,644,3,235937.00000000003,267957.0
61945629,1,1000,3,245316.00000000003,245316.00000000003
61946068,2,30,4,1907.0000000000002,433856.0
61947983,4,1000,4,2390.0,2390.0
61945622,8,1000,3,250.00000000000003,332.0
61948871,1,151,4,3987.0000000000005,3987.0000000000005
61946112,1,81,4,14032.0,14032.0
61949456,1,130,4,21731.0,21731.0
61949710,3,435,4,9360.0,9360.0
61949515,0,29,4,,0.0
61949477,2,35,4,234461.00000000003,234963.00000000003
61950419,4,379,4,59833.00000000001,96021.0
61950653,2,109,4,1299.0,1299.0
61951424,2,48,4,25827.0,25827.0
61952223,3,86,4,46361.0,76405.0
61952592,1,763,4,59837.00000000001,59837.00000000001
61952878,3,313,4,11394.0,19312.0
61911859,0,230,2,,0.0
61912187,0,16,2,,0.0
61911991,1,28,2,21579.0,21579.0
61912159,1,67,2,,24629883.0
61912366,4,72,2,62976.00000000001,3902012.0000000005
61913247,1,427,2,10151.0,10151.0
61912713,0,22,2,,0.0
61914089,1,69,2,34286.0,34286.0
61914252,0,47,2,,2779.0
61913615,3,394,2,629535.0,740721.0
61915240,3,33,2,245847.00000000003,245847.00000000003
61916229,0,144,2,,23369.0
61917045,2,941,2,6997.0,6997.0
61916957,3,1000,2,4065.0000000000005,150817.0
61918393,2,90,2,1079.0,5702.0
61919163,3,19,2,1837707.0,1837707.0
61919957,0,58,2,,0.0
61919389,0,190,2,,20299433.0
61920408,2,61,2,567.0,567.0
61919618,6,868,2,8201.0,12494.0
61920602,1,22,2,405.0,687.0
61920899,5,2000,2,18254031.0,43934841.0
61918304,1,19,2,1211031.0,1211031.0
61922774,1,42,2,1225.0,1225.0
61920969,5,157,2,2621.0,2636.0
61922910,4,525,2,,4931.0
61924072,1,353,2,4119.0,4119.0
61924881,1,170,2,57891.0,57891.0
61925171,3,71,3,7676.000000000001,7676.000000000001
61925625,4,841,3,38695509.0,38695509.0
61925640,1,115,3,37190.0,37190.0
61927730,2,1000,3,2745.0,95890.0
61927801,4,685,3,26536.0,49974467.0
61928362,1,405,3,30037.000000000004,130264.00000000001
61927835,2,29,3,1035.0,19925.0
61928446,2,63,3,1228.0,2280.0
61931085,2,362,3,317352.0,318016.0
61930016,3,3000,3,11948.0,189269.0
61927492,2,836,3,21987149.0,22046356.0
61932482,0,166,3,,360.0
61932132,3,1000,3,6391.0,544149.0
61932676,0,43,3,,0.0
61934292,4,4000,3,8440747.0,10697214.0
61933446,3,447,3,3939.0000000000005,5362.0
61934855,2,307,3,3814.0000000000005,3814.0000000000005
61934717,2,13,3,197.0,384.0
61935093,0,225,3,,0.0
61935600,1,170,3,,56908.0
61935353,2,81,3,62957.00000000001,62957.00000000001
61899584,0,75,1,,50729.0
61935760,1,151,3,87763.0,357304.0
61842087,1,123,5,,0.0
61556596,1,199,5,17047.0,22979.0
61536973,1,186,4,18848.0,531946.0
61496755,0,138,2,,6895.0
61513310,0,131,2,,4902108.0
61441821,1,565,6,3985.0000000000005,3985.0000000000005
61465466,2,429,0,20967.0,21005.0
61465686,0,36,0,,0.0
61513098,1,15,2,,0.0
61311689,2,23,6,615.0,615.0
61312452,1,28,6,1001529.0000000001,1001529.0000000001
61337135,1,485,1,883.0,883.0
61292816,4,225,5,3904.0000000000005,3904.0000000000005
61384958,3,745,3,,52534765.0
61266937,2,24,4,1208.0,8884.0
61266840,1,263,4,36747.0,36747.0
61267198,1,393,4,9154.0,38786.0
61267379,2,1000,4,809.0,37940394.0
61268166,2,135,4,2810351.0,2810713.0
61532402,0,42,3,,1715.0
61268584,2,304,4,1768.0,91947.0
61268499,1,1000,4,2477.0,2477.0
61269731,1,77,4,,109320.0
61269777,1,25,4,3709.0000000000005,3709.0000000000005
61270027,0,42,4,,132186.0
61269779,4,18,4,15277.000000000002,54234174.0
61270862,2,314,4,85979.0,85979.0
61270327,1,29,4,1831.0000000000002,1831.0000000000002
61579425,2,34,6,174997.0,174997.0
61580401,3,76,6,632.0,22660.0
61442559,3,484,6,13685.0,70357.0
61581159,1,138,6,801.0,801.0
61581182,5,374,6,142.0,243.00000000000003
61581429,2,241,6,45376.0,45376.0
61580570,2,167,6,82908.0,82908.0
61581682,1,23,6,286.0,286.0
61583321,4,703,0,5496.0,55175.0
61584171,1,37,0,43080.0,64910.00000000001
61583784,4,1000,0,73308.0,73308.0
61584463,0,15,0,,0.0
61585204,1,39,0,,0.0
61585796,1,25,0,7102.0,7533.000000000001
61586862,3,3000,0,98261.0,98261.0
61587251,0,61,0,,29781.000000000004
61587145,7,189,0,9233.0,28357.0
61587572,1,300,0,3555.0,3555.0
61587407,1,85,0,12898.0,12898.0
61588000,1,2000,0,871.0,871.0
61587367,0,996,0,,982.0000000000001
61589742,1,69,0,5420.0,5420.0
61588877,1,34,0,7077.0,7077.0
61590765,3,143,0,6075.0,6685.0
61591448,0,21,0,,50971645.0
61592499,1,566,0,18665.0,18665.0
61592119,2,136,0,530528.0,530528.0
61592749,4,1000,0,22120236.0,43429064.0
61592640,0,45,0,,45098.0
61592863,3,1000,0,1245.0,1569.0
61593650,1,23,0,1863.0000000000002,99705.0
61595606,0,113,0,,66842.0
61594056,4,53,0,2470.0,3520.0
61595746,3,544,0,994668.0000000001,994668.0000000001
61595831,2,606,0,8017.000000000001,8017.000000000001
61597096,2,665,0,1119.0,1119.0
61597399,3,113,0,3323.0,244807.00000000003
61597646,3,99,0,876.0,53270.0
61597900,1,683,0,,0.0
61598237,3,22,0,155636.0,155636.0
61598810,4,430,0,4368.0,6291.0
61601915,3,1000,0,3241.0,117476.00000000001
61586110,2,90,0,1721.0,1721.0
61595687,1,352,0,507314.00000000006,507314.00000000006
61602603,1,49,0,16036.000000000002,16036.000000000002
61602118,1,120,0,28401580.0,28401580.0
61603067,4,353,0,,61823.00000000001
61603117,1,54,0,12797.0,12797.0
61603793,3,1000,1,9287.0,9287.0
61605686,1,134,1,63728.00000000001,63728.00000000001
61271480,2,433,4,519905.00000000006,519905.00000000006
61272418,0,133,4,,946.0000000000001
61605793,1,16,1,786.0,786.0
61271485,0,13,4,,0.0
61273035,3,2000,4,20212967.0,57968116.0
61273620,11,3000,4,5240.0,5510066.0
61275171,4,517,4,518744.00000000006,518744.00000000006
61273460,2,117,4,1595.0,1595.0
61275895,2,954,4,1781.0,1781.0
61275970,1,64,4,,44324.0
61272707,1,297,4,0.0,0.0
61273455,2,170,4,1444.0,1444.0
61276313,1,734,4,,43053.0
61277243,8,702,4,1260.0,3307.0
61277942,0,40,4,,0.0
61277907,1,27,4,1724.0,1724.0
61279693,5,512,4,827.0,834.0
61280623,2,524,4,3294.0,77387.0
61281100,1,172,4,50531.0,54035.0
61281376,5,2000,4,1018820.0000000001,1019432.0000000001
61280745,0,110,4,,0.0
61281871,3,34,4,23669.0,23669.0
61282563,1,260,5,,14911.000000000002
61282811,1,34,5,3990.0000000000005,3990.0000000000005
61282826,1,442,5,,79641.0
61284101,1,108,5,,180.0
61284427,1,190,5,5292.0,5333.0
61283656,3,996,5,100162.0,100162.0
61282019,2,242,4,1068.0,63519.00000000001
61279687,4,46,4,831.0,831.0
61285246,6,1000,5,475981.00000000006,475981.00000000006
61285677,3,251,5,2368593.0,2368593.0
61286897,2,30,5,44809.0,44809.0
61286501,0,18,5,,97009.0
61286940,0,8,5,,0.0
61287927,10,15000,5,3014015.0,46728577.0
61287973,0,60,5,,5211.0
61288543,1,687,5,1421.0,1421.0
61293439,4,380,5,1257.0,1257.0
61293705,3,286,5,39783.0,8929690.0
61295372,3,71,5,5335.0,51233.0
61295393,1,912,5,29674.000000000004,29674.000000000004
61294358,3,32,5,720.0,720.0
61295964,1,46,5,,0.0
61296766,7,5000,5,413754.0,860991.0
61296667,5,441,5,46679.0,46679.0
61297915,0,44,6,,0.0
61297012,14,5000,5,7390311.0,46356840.0
61297606,3,42,5,52823.0,52823.0
61298076,1,60,6,,41861.0
61298832,1,128,6,876682.0,876682.0
61298425,0,147,6,,0.0
61299213,2,2000,6,4538.0,4538.0
61301428,4,30,6,5160.0,5160.0
61301915,5,578,6,2230.0,6985.0
61300452,1,18,6,411.0,411.0
61303436,2,43,6,29505.000000000004,29505.000000000004
61303079,2,30,6,22388.0,22388.0
61302887,3,36,6,6417.0,18451.0
61303796,0,109,6,,0.0
61364776,1,97,2,,11451.0
61364472,4,55,2,308.0,308.0
61365887,1,2000,2,14384232.0,14384232.0
61365259,1,526,2,567.0,4041.0000000000005
61366658,1,127,2,393.0,9634.0
61366380,3,223,2,5172.0,114761.0
61366752,1,27,2,543.0,52930.0
61366912,1,46,2,,0.0
61367989,0,42,2,,7816.000000000001
61369376,1,160,2,,0.0
61368443,1,2000,2,27266.0,27266.0
61371178,5,1000,2,6689.0,5532284.0
61369719,3,572,2,49077.0,310836.0
61369817,4,351,2,5269.0,5269.0
61302927,2,28,6,3608.0,3608.0
61371293,0,255,2,,0.0
61371791,1,82,2,872.0,872.0
61372115,1,58,2,2386.0,2386.0
61373346,1,192,2,163002.0,163002.0
61373661,3,584,2,1514.0,18093.0
61374938,7,1000,2,3508843.0,3549586.0
61375224,3,230,2,44033.0,44033.0
61376545,2,716,2,4924.0,4924.0
61376844,1,105,2,46676.0,46676.0
61375632,2,1000,2,3791.0000000000005,25464780.0
61378193,0,35,3,,0.0
61378671,8,45,3,339.0,1820.0
61377115,1,477,3,8285.0,8285.0
61379285,1,34,3,538.0,538.0
61379894,4,472,3,91964.0,91964.0
61380052,3,113,3,31940.000000000004,31940.000000000004
61381111,1,16,3,1167.0,1167.0
61378817,1,517,3,13500.0,13500.0
61382310,1,20,3,729.0,12010.0
61384355,6,955,3,7176.0,14808.000000000002
61384222,0,248,3,,10931.0
61304578,0,123,6,,0.0
61384938,4,25,3,65975.0,66179.0
61304879,3,567,6,38514.0,38514.0
61305475,2,41,6,11736298.0,27404198.0
61305634,2,16,6,19075.0,18052912.0
61307144,0,112,6,,0.0
61306403,1,60,6,831408.0,831869.0
61306337,2,27,6,4388.0,4388.0
61310258,1,15,6,1909.0000000000002,1909.0000000000002
61310621,3,636,6,184.0,184.0
61309616,2,99,6,354365.0,354365.0
61310727,4,215,6,3945.0000000000005,3945.0000000000005
61311095,1,24,6,,0.0
61384912,2,183,3,12385.0,68179.0
61311611,1,42,6,26689358.0,26689358.0
